epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,51.1468,0.71575,1.27652,0.88488,0.76706,0.69915,0.7624,0.61164,0.76178,2.58656,0.88856,0.00019877,0.00019877,0.00019877
16,54.0092,0.72394,1.18075,0.86981,0.78612,0.72316,0.78603,0.61994,0.79191,1.79403,0.88234,0.000206506,0.000206506,0.000206506
17,56.8048,0.68986,1.17278,0.87264,0.76643,0.77717,0.81622,0.62174,0.77667,1.42507,0.88784,0.0002135,0.0002135,0.0002135
18,59.8776,0.66963,1.00941,0.85571,0.73215,0.76978,0.78041,0.57429,0.83674,1.1908,0.88371,0.000219751,0.000219751,0.000219751
19,62.5668,0.66632,1.04889,0.86065,0.76118,0.76123,0.80004,0.58178,0.87093,1.02713,0.88551,0.00022526,0.00022526,0.00022526
20,65.2331,0.64676,0.96274,0.86886,0.78807,0.77518,0.83622,0.643,0.78642,0.81011,0.86516,0.000230026,0.000230026,0.000230026
21,67.9171,0.60857,0.87843,0.86012,0.8521,0.78719,0.85771,0.67458,0.7057,0.75614,0.87752,0.00023405,0.00023405,0.00023405
22,70.6076,0.60405,0.85866,0.86272,0.81986,0.85236,0.883,0.69696,0.74478,0.74732,0.86749,0.000237331,0.000237331,0.000237331
23,73.2647,0.62046,0.85972,0.85792,0.7974,0.8058,0.86842,0.70105,0.68208,0.77609,0.85865,0.00023987,0.00023987,0.00023987
24,75.9372,0.61786,0.78162,0.85721,0.83199,0.83819,0.89484,0.7207,0.65188,0.69355,0.84891,0.000241666,0.000241666,0.000241666
25,78.588,0.59653,0.75588,0.84801,0.84512,0.84543,0.90502,0.71379,0.72068,0.67605,0.85798,0.00024272,0.00024272,0.00024272
26,81.2353,0.59844,0.75933,0.85495,0.84009,0.86626,0.8979,0.74058,0.58851,0.68484,0.84564,0.000243031,0.000243031,0.000243031
27,83.9009,0.60172,0.72426,0.84764,0.91738,0.87284,0.92611,0.75457,0.66275,0.61588,0.85345,0.0002426,0.0002426,0.0002426
28,86.8381,0.61112,0.75051,0.85175,0.92223,0.89358,0.9279,0.75596,0.66279,0.63518,0.85638,0.000241426,0.000241426,0.000241426
29,89.5145,0.60593,0.72424,0.8619,0.92878,0.90824,0.92903,0.75703,0.6502,0.5922,0.84345,0.00023951,0.00023951,0.00023951
30,92.1925,0.6401,0.68923,0.86146,0.95022,0.89588,0.92506,0.7705,0.63948,0.61305,0.85167,0.000236851,0.000236851,0.000236851
31,94.8679,0.61322,0.69304,0.85771,0.96336,0.87895,0.92541,0.74087,0.74776,0.65068,0.84562,0.00023345,0.00023345,0.00023345
32,97.493,0.57895,0.62262,0.83684,0.9639,0.88132,0.92853,0.76388,0.57905,0.51248,0.84394,0.000229306,0.000229306,0.000229306
33,100.123,0.55556,0.63913,0.84528,0.96251,0.87432,0.92542,0.76962,0.6352,0.54646,0.84019,0.00022442,0.00022442,0.00022442
34,102.839,0.56013,0.62688,0.85572,0.95959,0.86517,0.92698,0.75372,0.63837,0.5254,0.84192,0.000216625,0.000216625,0.000216625
35,105.663,0.57256,0.62335,0.84671,0.93199,0.88053,0.92984,0.78865,0.54774,0.52175,0.83358,0.00020425,0.00020425,0.00020425
36,108.626,0.54158,0.60205,0.84798,0.94135,0.89867,0.93085,0.78028,0.59021,0.46892,0.8359,0.000191875,0.000191875,0.000191875
37,111.427,0.52914,0.5786,0.83969,0.94084,0.88609,0.92688,0.8015,0.51275,0.48375,0.83243,0.0001795,0.0001795,0.0001795
38,114.427,0.53183,0.58082,0.83851,0.92761,0.89855,0.928,0.77684,0.62917,0.4899,0.83752,0.000167125,0.000167125,0.000167125
39,117.511,0.50935,0.5688,0.83403,0.94728,0.89023,0.92651,0.80348,0.46474,0.4482,0.82677,0.00015475,0.00015475,0.00015475
40,120.179,0.49759,0.54251,0.82991,0.94737,0.90875,0.93535,0.77911,0.60129,0.48827,0.82977,0.000142375,0.000142375,0.000142375
41,157.274,0.47101,0.54475,0.8091,0.93845,0.90004,0.93656,0.78867,0.59131,0.49197,0.83505,0.00013,0.00013,0.00013
42,159.895,0.44105,0.52495,0.806,0.93649,0.91789,0.93828,0.77259,0.67639,0.44282,0.83799,0.000117625,0.000117625,0.000117625
43,162.477,0.44108,0.50354,0.80482,0.93811,0.90243,0.93685,0.8089,0.53439,0.41343,0.83015,0.00010525,0.00010525,0.00010525
44,165.126,0.41683,0.49254,0.80781,0.94411,0.91205,0.93662,0.7951,0.55937,0.41251,0.82864,9.2875e-05,9.2875e-05,9.2875e-05
45,167.721,0.4164,0.48814,0.80089,0.96413,0.90561,0.93943,0.79564,0.55865,0.41775,0.82667,8.05e-05,8.05e-05,8.05e-05
46,170.327,0.41917,0.4836,0.79781,0.95892,0.91623,0.93937,0.80692,0.51199,0.40387,0.82485,6.8125e-05,6.8125e-05,6.8125e-05
47,172.935,0.40699,0.47234,0.80303,0.95685,0.92018,0.93914,0.81236,0.473,0.39045,0.82379,5.575e-05,5.575e-05,5.575e-05
48,175.587,0.39323,0.4626,0.80725,0.96302,0.90456,0.93801,0.82744,0.4406,0.38506,0.81916,4.3375e-05,4.3375e-05,4.3375e-05
49,178.213,0.4051,0.4623,0.79878,0.95836,0.90619,0.9385,0.82566,0.44796,0.37662,0.81863,3.1e-05,3.1e-05,3.1e-05
50,180.797,0.38957,0.44736,0.79405,0.96085,0.90641,0.93903,0.82976,0.43354,0.37627,0.8186,1.8625e-05,1.8625e-05,1.8625e-05
