epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,34.9629,0.8588,1.86143,0.88163,0.49131,0.79282,0.61271,0.47738,0.86118,2.9191,0.854,0.000250627,0.000250627,0.000250627
15,37.0667,0.82097,1.67546,0.88538,0.55047,0.78808,0.57872,0.47245,0.76658,4.4201,0.85519,0.000262015,0.000262015,0.000262015
16,39.1322,0.80772,1.59335,0.88433,0.52383,0.65066,0.52116,0.41653,0.77118,6.75093,0.85286,0.000272412,0.000272412,0.000272412
17,41.1728,0.75779,1.37158,0.87805,0.48369,0.68066,0.559,0.42302,0.91634,6.21675,0.8715,0.00028182,0.00028182,0.00028182
18,43.2385,0.87609,1.39629,0.88314,0.4342,0.7311,0.51695,0.38818,0.78203,4.88061,0.88039,0.000290237,0.000290237,0.000290237
19,45.2567,0.79184,1.30517,0.89286,0.50691,0.6945,0.58605,0.44759,0.84518,2.85894,0.86989,0.000297665,0.000297665,0.000297665
20,47.2526,0.81221,1.27069,0.88156,0.65087,0.80868,0.7002,0.52196,0.90124,1.66877,0.8764,0.000304103,0.000304103,0.000304103
21,49.3345,0.78386,1.15792,0.87176,0.71726,0.76143,0.71942,0.55968,0.76636,1.32343,0.8669,0.00030955,0.00030955,0.00030955
22,51.3579,0.70987,1.05065,0.86636,0.76033,0.7374,0.78969,0.61889,0.80481,1.17509,0.86318,0.000314008,0.000314008,0.000314008
23,53.3734,0.71246,1.01758,0.88113,0.74705,0.69392,0.73922,0.57885,0.74265,1.30676,0.87373,0.000317475,0.000317475,0.000317475
24,55.3187,0.67837,0.93688,0.86563,0.75724,0.66581,0.7279,0.54641,0.8139,1.44178,0.86244,0.000319953,0.000319953,0.000319953
25,57.2473,0.71574,0.97826,0.88055,0.74304,0.76535,0.80859,0.60152,0.81031,1.07501,0.85709,0.00032144,0.00032144,0.00032144
26,59.1931,0.69503,0.89099,0.86845,0.84906,0.73213,0.82911,0.63074,0.78298,0.97167,0.86595,0.000321938,0.000321938,0.000321938
27,61.1723,0.69031,0.85221,0.87263,0.7571,0.75781,0.79918,0.60143,0.77429,1.13384,0.85409,0.000321445,0.000321445,0.000321445
28,63.0818,0.66392,0.84467,0.84624,0.83861,0.82306,0.88226,0.68241,0.78998,0.78057,0.85531,0.000319962,0.000319962,0.000319962
29,65.0498,0.70371,0.866,0.86318,0.80901,0.84657,0.87587,0.63225,0.97549,0.83796,0.88254,0.00031749,0.00031749,0.00031749
30,66.972,0.65641,0.74853,0.84458,0.93465,0.82029,0.90811,0.70701,0.83509,0.66444,0.86743,0.000314028,0.000314028,0.000314028
31,68.9572,0.67994,0.75592,0.85854,0.88302,0.85325,0.88862,0.66724,0.87113,0.7453,0.86295,0.000309575,0.000309575,0.000309575
32,70.8759,0.67862,0.7644,0.86134,0.83559,0.86268,0.88582,0.68582,0.73605,0.72055,0.85126,0.000304132,0.000304132,0.000304132
33,72.7881,0.65039,0.72099,0.85531,0.90948,0.84589,0.90328,0.70359,0.80729,0.67238,0.85034,0.0002977,0.0002977,0.0002977
34,74.7138,0.61882,0.70343,0.8663,0.8928,0.83754,0.90287,0.72691,0.6718,0.64542,0.83135,0.000290277,0.000290277,0.000290277
35,76.6824,0.67172,0.72954,0.87031,0.88881,0.8569,0.91399,0.71855,0.71692,0.62715,0.82966,0.000281865,0.000281865,0.000281865
36,78.6052,0.63041,0.6777,0.84267,0.93643,0.82754,0.91144,0.71438,0.66798,0.69774,0.83116,0.000272463,0.000272463,0.000272463
37,80.5363,0.66643,0.70992,0.85971,0.93398,0.79752,0.89816,0.68444,0.72038,0.73614,0.82966,0.00026207,0.00026207,0.00026207
38,82.4523,0.59392,0.65098,0.84741,0.89757,0.83251,0.89975,0.70775,0.64651,0.71035,0.82582,0.000250687,0.000250687,0.000250687
39,84.3842,0.60184,0.61363,0.8431,0.90682,0.86232,0.91735,0.7174,0.73034,0.65944,0.83155,0.000238315,0.000238315,0.000238315
40,86.3213,0.55719,0.56312,0.83213,0.94593,0.85616,0.92682,0.76308,0.63345,0.54008,0.83197,0.000224952,0.000224952,0.000224952
41,96.3336,0.52089,0.5358,0.82215,0.95899,0.84307,0.92299,0.73929,0.71352,0.58798,0.82632,0.0002106,0.0002106,0.0002106
42,98.3732,0.52639,0.53241,0.80356,0.93121,0.83982,0.92326,0.75184,0.6357,0.61301,0.81879,0.000195258,0.000195258,0.000195258
43,100.27,0.53677,0.53898,0.79994,0.95252,0.84226,0.92794,0.75873,0.62909,0.56134,0.82137,0.000178925,0.000178925,0.000178925
44,102.168,0.52791,0.50791,0.80416,0.94783,0.86973,0.92474,0.74994,0.70124,0.55465,0.82584,0.000161603,0.000161603,0.000161603
45,104.053,0.53544,0.50082,0.81001,0.91747,0.87004,0.92356,0.75765,0.64866,0.53362,0.82062,0.00014329,0.00014329,0.00014329
46,105.94,0.50288,0.49919,0.80961,0.94345,0.84796,0.92354,0.77231,0.58688,0.51609,0.81513,0.000123987,0.000123987,0.000123987
47,107.893,0.47443,0.47522,0.80782,0.96151,0.85107,0.928,0.77843,0.57797,0.51718,0.81422,0.000103695,0.000103695,0.000103695
48,109.839,0.47236,0.47024,0.8126,0.96878,0.85625,0.9287,0.77391,0.60023,0.51352,0.81361,8.24125e-05,8.24125e-05,8.24125e-05
49,111.747,0.45127,0.45994,0.80308,0.96775,0.85942,0.92965,0.76741,0.59218,0.50624,0.81308,6.014e-05,6.014e-05,6.014e-05
50,113.64,0.4733,0.45925,0.80896,0.96334,0.86526,0.92961,0.78011,0.57414,0.49977,0.81112,3.68775e-05,3.68775e-05,3.68775e-05
