epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,43.6279,1.47888,2.05797,0.87185,0.31506,0.06961,0.07423,0.03627,1.74493,4.13732,0.90189,0.000316641,0.000316641,0.000316641
21,45.6275,1.41359,1.94713,0.91943,0.39355,0.08582,0.09315,0.05087,1.67338,3.04079,0.90575,0.00032882,0.00032882,0.00032882
22,47.614,1.51465,1.96325,0.89085,0.36904,0.10715,0.1111,0.05913,1.69641,2.80642,0.93947,0.000340603,0.000340603,0.000340603
23,49.6434,1.42855,1.73557,0.88778,0.45662,0.13576,0.14013,0.07563,1.65315,2.22126,0.93929,0.00035199,0.00035199,0.00035199
24,51.6227,1.48089,1.77545,0.8736,0.66506,0.14988,0.16898,0.08503,1.61088,2.026,0.90549,0.000362981,0.000362981,0.000362981
25,53.6315,1.43489,1.63254,0.85365,0.63512,0.16151,0.18519,0.09022,1.56584,1.90361,0.89058,0.000373576,0.000373576,0.000373576
26,55.6404,1.29492,1.47677,0.84886,0.64177,0.15084,0.18033,0.09821,1.58862,1.92395,0.9205,0.000383775,0.000383775,0.000383775
27,57.6071,1.41349,1.46301,0.87198,0.6522,0.1512,0.1889,0.09588,1.76788,1.82307,0.9211,0.000393578,0.000393578,0.000393578
28,59.5471,1.47312,1.44036,0.85575,0.58441,0.14119,0.17996,0.08637,1.7381,1.83084,0.90186,0.000402985,0.000402985,0.000402985
29,61.4514,1.42716,1.445,0.87583,0.60771,0.18051,0.19982,0.09895,1.63385,1.52719,0.90713,0.000411996,0.000411996,0.000411996
30,63.401,1.40697,1.37709,0.8608,0.67275,0.16055,0.18663,0.09448,1.63615,1.70345,0.90596,0.000420611,0.000420611,0.000420611
31,65.3457,1.32761,1.35603,0.86057,0.55188,0.16342,0.17988,0.07937,1.88473,1.74173,0.92318,0.00042883,0.00042883,0.00042883
32,67.5011,1.38357,1.3751,0.8601,0.58425,0.17036,0.17638,0.08159,1.69444,1.75946,0.90281,0.000436653,0.000436653,0.000436653
33,69.4334,1.33158,1.32471,0.87093,0.61554,0.19433,0.20582,0.11058,1.56704,1.47085,0.90001,0.00044408,0.00044408,0.00044408
34,71.4661,1.38833,1.26451,0.89165,0.58801,0.16755,0.18843,0.09826,1.58747,1.61097,0.90865,0.000451111,0.000451111,0.000451111
35,73.3975,1.41206,1.32481,0.86487,0.56331,0.17778,0.19201,0.10357,1.52777,1.58353,0.89034,0.000457746,0.000457746,0.000457746
36,75.2995,1.35585,1.25741,0.85517,0.61291,0.18936,0.20768,0.10098,1.68141,1.57644,0.89594,0.000463985,0.000463985,0.000463985
37,77.1965,1.28463,1.13916,0.83833,0.55078,0.17914,0.20311,0.10361,1.56603,1.59748,0.88197,0.000469828,0.000469828,0.000469828
38,79.0854,1.26066,1.1434,0.85065,0.55714,0.17443,0.17866,0.09306,1.54862,1.795,0.87902,0.000475275,0.000475275,0.000475275
39,81.0305,1.2783,1.15662,0.86295,0.58657,0.18554,0.19265,0.09552,1.68668,1.88369,0.90989,0.000480326,0.000480326,0.000480326
40,82.9054,1.33125,1.20756,0.88317,0.5868,0.16965,0.18207,0.09235,1.60925,1.95559,0.89999,0.000484981,0.000484981,0.000484981
41,84.7934,1.347,1.1594,0.86606,0.50671,0.16793,0.1783,0.07609,1.87618,1.85164,0.92591,0.00048924,0.00048924,0.00048924
42,86.6973,1.24029,1.04819,0.8411,0.5981,0.15758,0.18702,0.08598,1.86365,1.78855,0.9155,0.000493103,0.000493103,0.000493103
43,88.5766,1.29097,1.06948,0.8438,0.49801,0.1773,0.19757,0.09877,1.57458,1.69494,0.90592,0.00049657,0.00049657,0.00049657
44,90.7285,1.29791,1.01917,0.84562,0.43998,0.1667,0.17732,0.08218,1.57813,1.82544,0.9134,0.000499641,0.000499641,0.000499641
45,92.6684,1.32673,1.08462,0.86241,0.53157,0.17346,0.201,0.0915,1.7255,1.57624,0.92756,0.000502316,0.000502316,0.000502316
46,94.5693,1.27396,0.97012,0.84877,0.67519,0.19714,0.22199,0.09723,1.77291,1.55732,0.91943,0.000504595,0.000504595,0.000504595
47,96.4876,1.25909,0.98821,0.83521,0.68217,0.18189,0.21431,0.10606,1.6162,1.62813,0.9313,0.000506478,0.000506478,0.000506478
48,98.3809,1.30554,1.01117,0.86418,0.63494,0.17327,0.2284,0.11908,1.54117,1.61572,0.92339,0.000507965,0.000507965,0.000507965
49,100.398,1.25072,1.08351,0.83954,0.63122,0.19438,0.22027,0.1112,1.53849,1.72701,0.90357,0.000509056,0.000509056,0.000509056
50,102.333,1.17728,0.91375,0.83352,0.67596,0.17618,0.21279,0.10585,1.54986,1.87091,0.91338,0.000509751,0.000509751,0.000509751
51,104.283,1.28802,1.06452,0.85274,0.56464,0.1697,0.1998,0.10378,1.51684,1.72582,0.8981,0.000505,0.000505,0.000505
52,106.231,1.32744,1.07489,0.86509,0.52158,0.19564,0.19703,0.09463,1.52069,1.50449,0.91213,0.0004951,0.0004951,0.0004951
53,108.19,1.28602,0.94907,0.86948,0.51239,0.1694,0.17197,0.08438,1.57141,1.84195,0.91024,0.0004852,0.0004852,0.0004852
54,110.165,1.19854,0.98306,0.85252,0.59822,0.17899,0.1755,0.08227,1.72239,1.97854,0.92222,0.0004753,0.0004753,0.0004753
55,112.083,1.26224,1.01192,0.86683,0.64556,0.16677,0.17738,0.09713,1.48353,1.64164,0.89886,0.0004654,0.0004654,0.0004654
56,114.237,1.2089,0.95234,0.82786,0.54002,0.19653,0.19641,0.10474,1.4462,1.56363,0.89878,0.0004555,0.0004555,0.0004555
57,116.16,1.25483,0.97902,0.86635,0.54718,0.20495,0.20761,0.10018,1.65422,1.52264,0.92348,0.0004456,0.0004456,0.0004456
58,118.08,1.19008,0.89271,0.83485,0.59018,0.18527,0.19737,0.09113,1.77077,1.49938,0.92017,0.0004357,0.0004357,0.0004357
59,119.977,1.21476,0.92534,0.83843,0.66011,0.2,0.23277,0.11989,1.47449,1.28676,0.87438,0.0004258,0.0004258,0.0004258
60,121.935,1.20636,0.91926,0.83161,0.64117,0.22234,0.24444,0.11734,1.53184,1.44527,0.87107,0.0004159,0.0004159,0.0004159
61,123.837,1.06017,0.8463,0.81742,0.60468,0.21794,0.24241,0.11966,1.62655,1.38298,0.88165,0.000406,0.000406,0.000406
62,125.785,1.18311,0.86299,0.83568,0.55769,0.22025,0.23386,0.11993,1.54442,1.26054,0.88678,0.0003961,0.0003961,0.0003961
63,127.69,1.14724,0.87016,0.82043,0.56835,0.22927,0.23508,0.1266,1.37308,1.19684,0.864,0.0003862,0.0003862,0.0003862
64,129.644,1.14847,0.86641,0.83413,0.64014,0.23083,0.2405,0.11693,1.52651,1.24985,0.87351,0.0003763,0.0003763,0.0003763
65,131.555,1.23209,0.88232,0.84806,0.64974,0.21627,0.24657,0.12174,1.55413,1.19992,0.8744,0.0003664,0.0003664,0.0003664
66,133.473,1.11256,0.83825,0.83898,0.60164,0.23574,0.25586,0.13765,1.37621,1.10091,0.85401,0.0003565,0.0003565,0.0003565
67,135.426,1.12017,0.77309,0.8277,0.6211,0.22832,0.25178,0.14399,1.37553,1.12549,0.86375,0.0003466,0.0003466,0.0003466
68,137.619,1.12106,0.85337,0.82817,0.62659,0.23867,0.25451,0.13872,1.43425,1.11369,0.86105,0.0003367,0.0003367,0.0003367
69,139.528,1.05676,0.74783,0.82626,0.6169,0.23507,0.25298,0.14489,1.33112,1.02145,0.85947,0.0003268,0.0003268,0.0003268
70,141.475,1.06152,0.7496,0.82672,0.6502,0.24242,0.26778,0.1421,1.35049,1.07727,0.85528,0.0003169,0.0003169,0.0003169
71,143.475,1.06259,0.78751,0.81575,0.72951,0.23332,0.26333,0.14498,1.33666,1.05906,0.85789,0.000307,0.000307,0.000307
72,145.477,1.10808,0.77827,0.82205,0.64274,0.24544,0.26209,0.14274,1.45174,1.06762,0.87262,0.0002971,0.0002971,0.0002971
73,147.467,1.04414,0.76363,0.83058,0.67201,0.24197,0.26479,0.13601,1.54242,1.13043,0.88167,0.0002872,0.0002872,0.0002872
74,149.551,1.0839,0.75642,0.82606,0.62541,0.25027,0.26904,0.14271,1.42845,1.11521,0.87406,0.0002773,0.0002773,0.0002773
75,151.718,1.05748,0.72651,0.83111,0.72338,0.21602,0.25825,0.14286,1.35395,1.1019,0.86755,0.0002674,0.0002674,0.0002674
76,153.889,0.97516,0.69199,0.82947,0.71214,0.23184,0.26243,0.13975,1.39736,1.13543,0.85816,0.0002575,0.0002575,0.0002575
77,156.133,1.01106,0.72255,0.81025,0.71528,0.23722,0.27337,0.13824,1.4238,1.15573,0.85723,0.0002476,0.0002476,0.0002476
78,158.337,1.01731,0.71565,0.82292,0.65807,0.22844,0.26147,0.14281,1.37397,1.01631,0.86479,0.0002377,0.0002377,0.0002377
79,160.526,1.05321,0.73737,0.82905,0.67429,0.22976,0.26551,0.13621,1.5145,1.06248,0.88032,0.0002278,0.0002278,0.0002278
80,162.644,1.05332,0.74999,0.82519,0.70963,0.23052,0.26765,0.13198,1.52691,1.12283,0.88045,0.0002179,0.0002179,0.0002179
81,164.648,0.95611,0.67324,0.80957,0.73283,0.23101,0.2673,0.1466,1.38296,1.10607,0.85911,0.000208,0.000208,0.000208
82,166.718,1.05067,0.70097,0.82442,0.61048,0.24293,0.26185,0.14294,1.37069,1.09199,0.85385,0.0001981,0.0001981,0.0001981
83,168.928,1.06252,0.70918,0.81875,0.63314,0.23664,0.25829,0.14345,1.3854,1.06698,0.85032,0.0001882,0.0001882,0.0001882
84,171.079,1.02985,0.71588,0.81717,0.72143,0.23894,0.27166,0.15334,1.37463,1.06447,0.8536,0.0001783,0.0001783,0.0001783
85,173.315,0.97375,0.68457,0.79991,0.79013,0.22729,0.2708,0.15273,1.38843,1.04533,0.85542,0.0001684,0.0001684,0.0001684
86,175.48,0.9728,0.66355,0.81968,0.71088,0.23568,0.27176,0.15001,1.4068,0.99899,0.85242,0.0001585,0.0001585,0.0001585
87,177.705,1.00952,0.70507,0.80756,0.66504,0.25112,0.27803,0.1507,1.43096,0.9519,0.85346,0.0001486,0.0001486,0.0001486
88,179.94,1.0524,0.71003,0.83001,0.63681,0.254,0.27838,0.15132,1.42899,0.95802,0.85187,0.0001387,0.0001387,0.0001387
89,182.152,0.95303,0.62946,0.81692,0.61916,0.25074,0.27323,0.15177,1.4017,0.98645,0.85228,0.0001288,0.0001288,0.0001288
90,184.366,0.88547,0.63566,0.83309,0.71319,0.24021,0.272,0.15254,1.41009,0.99111,0.85485,0.0001189,0.0001189,0.0001189
91,220.558,0.87762,0.63316,0.79392,0.66211,0.24378,0.27388,0.15443,1.39041,0.98505,0.85676,0.000109,0.000109,0.000109
92,222.59,0.92143,0.62334,0.79096,0.64811,0.24286,0.27725,0.15789,1.37658,0.94445,0.85471,9.91e-05,9.91e-05,9.91e-05
93,224.517,0.96009,0.64152,0.79096,0.66729,0.24422,0.28537,0.1615,1.33326,0.93992,0.85011,8.92e-05,8.92e-05,8.92e-05
94,226.509,0.92762,0.63672,0.7886,0.6675,0.24581,0.28627,0.15965,1.33123,0.92891,0.85074,7.93e-05,7.93e-05,7.93e-05
95,228.436,0.88753,0.63248,0.8095,0.6602,0.25581,0.28725,0.15703,1.34635,0.95088,0.84554,6.94e-05,6.94e-05,6.94e-05
96,230.639,0.92305,0.61498,0.78214,0.61894,0.24856,0.28077,0.15793,1.33398,0.97179,0.84121,5.95e-05,5.95e-05,5.95e-05
97,232.591,0.90287,0.59286,0.7836,0.61373,0.25205,0.27881,0.1568,1.33145,0.97394,0.8386,4.96e-05,4.96e-05,4.96e-05
98,234.505,0.88666,0.63872,0.79876,0.76566,0.23167,0.28144,0.15647,1.32584,0.95469,0.83776,3.97e-05,3.97e-05,3.97e-05
99,236.443,0.90296,0.58035,0.80018,0.75634,0.23069,0.27895,0.15761,1.31277,0.94503,0.83746,2.98e-05,2.98e-05,2.98e-05
100,238.378,0.88838,0.57329,0.81036,0.60772,0.25386,0.28151,0.15973,1.3042,0.94872,0.83752,1.99e-05,1.99e-05,1.99e-05
