epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,24.0298,0.92787,2.45143,0.88982,0.25767,0.68297,0.28327,0.19148,1.09652,3.2136,0.90398,0.000148153,0.000148153,0.000148153
21,25.2253,1.03787,2.30938,0.92461,0.30406,0.69221,0.33813,0.23328,1.03572,3.0814,0.90161,0.000151,0.000151,0.000151
22,26.4522,0.91045,2.26933,0.94003,0.28422,0.61296,0.33335,0.23149,0.9526,2.96094,0.88428,0.000153353,0.000153353,0.000153353
23,27.6381,0.9491,2.19578,0.90948,0.25351,0.49285,0.30046,0.21438,0.88862,2.79681,0.86069,0.00015521,0.00015521,0.00015521
24,28.8217,0.85329,2.104,0.91724,0.27722,0.64867,0.37409,0.25378,0.952,2.79633,0.85919,0.000156573,0.000156573,0.000156573
25,30.0674,0.89645,1.988,0.91744,0.30119,0.76993,0.3848,0.26695,0.88842,2.70208,0.86374,0.00015744,0.00015744,0.00015744
26,31.3048,0.866,1.81461,0.88796,0.25849,0.75906,0.39627,0.28131,0.8191,2.78129,0.8614,0.000157812,0.000157812,0.000157812
27,32.5292,0.83862,1.63776,0.86461,0.33278,0.73569,0.41141,0.30966,0.83665,2.9449,0.85695,0.00015769,0.00015769,0.00015769
28,33.7643,0.7115,1.73124,0.86905,0.33179,0.67554,0.41022,0.31393,0.86434,3.1282,0.85995,0.000157072,0.000157072,0.000157072
29,35.0013,0.81501,1.73455,0.88952,0.419,0.58931,0.39191,0.29099,0.79929,3.41134,0.86295,0.00015596,0.00015596,0.00015596
30,36.175,0.74113,1.53556,0.86469,0.50555,0.35272,0.41178,0.30844,0.7677,3.54357,0.8629,0.000154352,0.000154352,0.000154352
31,37.3592,0.82389,1.5987,0.87262,0.45825,0.45272,0.44115,0.34541,0.85892,3.528,0.86682,0.00015225,0.00015225,0.00015225
32,38.5366,0.84523,1.56622,0.88742,0.54834,0.41848,0.46932,0.36615,0.84718,3.31847,0.86165,0.000149652,0.000149652,0.000149652
33,39.7314,0.834,1.46956,0.88454,0.61172,0.46902,0.54025,0.42137,0.78571,2.96749,0.85933,0.00014656,0.00014656,0.00014656
34,40.904,0.66056,1.30815,0.83661,0.72443,0.45377,0.58389,0.45873,0.78001,2.77828,0.85815,0.000142972,0.000142972,0.000142972
35,42.0786,0.72233,1.34007,0.86522,0.53833,0.57291,0.55871,0.44105,0.80917,2.64087,0.85493,0.00013889,0.00013889,0.00013889
36,43.2151,0.73021,1.3869,0.87987,0.62621,0.5932,0.56173,0.44709,0.77991,2.37592,0.84913,0.000134313,0.000134313,0.000134313
37,44.3388,0.71944,1.26033,0.86581,0.72009,0.59783,0.58458,0.45923,0.80444,2.23404,0.84459,0.00012924,0.00012924,0.00012924
38,45.5086,0.74426,1.22117,0.86712,0.7676,0.58973,0.63078,0.50694,0.77635,2.06212,0.83991,0.000123672,0.000123672,0.000123672
39,46.6927,0.78253,1.28727,0.86206,0.83597,0.60331,0.64169,0.52349,0.73632,1.89994,0.84645,0.00011761,0.00011761,0.00011761
40,47.8621,0.74477,1.26057,0.86219,0.8108,0.61349,0.64003,0.53573,0.71438,1.77606,0.84825,0.000111052,0.000111052,0.000111052
41,55.8692,0.63472,1.25282,0.82228,0.86167,0.57435,0.62993,0.52265,0.71407,1.70642,0.84758,0.000104,0.000104,0.000104
42,57.1409,0.60058,1.2038,0.79178,0.75799,0.5649,0.61484,0.51065,0.74782,1.62981,0.84603,9.64525e-05,9.64525e-05,9.64525e-05
43,58.3366,0.68243,1.23192,0.84549,0.81062,0.60345,0.62448,0.51637,0.7712,1.58507,0.84495,8.841e-05,8.841e-05,8.841e-05
44,59.5271,0.64687,1.17488,0.80683,0.82433,0.63243,0.63754,0.52508,0.73377,1.51099,0.84628,7.98725e-05,7.98725e-05,7.98725e-05
45,60.6198,0.64095,1.12333,0.8413,0.8902,0.6261,0.65432,0.55684,0.70374,1.46013,0.84465,7.084e-05,7.084e-05,7.084e-05
46,61.7562,0.5946,1.07251,0.82744,0.84316,0.66864,0.66874,0.57131,0.69517,1.43494,0.84447,6.13125e-05,6.13125e-05,6.13125e-05
47,62.8826,0.57309,1.05064,0.7948,0.83554,0.67027,0.67063,0.56485,0.70636,1.43193,0.84408,5.129e-05,5.129e-05,5.129e-05
48,63.9507,0.58342,1.06398,0.8265,0.84553,0.65503,0.67445,0.549,0.71597,1.45333,0.84322,4.07725e-05,4.07725e-05,4.07725e-05
49,65.0213,0.54661,1.02109,0.82465,0.82156,0.68413,0.67454,0.5505,0.72626,1.45162,0.84408,2.976e-05,2.976e-05,2.976e-05
50,66.1008,0.59727,1.0209,0.82449,0.82243,0.68415,0.6762,0.54913,0.72595,1.42915,0.845,1.82525e-05,1.82525e-05,1.82525e-05
